228, 228, 228, 228, 228, 228, 20,  20,  20,  20,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 20,  20,  20,  20,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 152, 152, 152, 152, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 152, 152, 152, 152, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 173, 173, 173, 173, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 173, 173, 173, 173, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 
228, 228, 228, 228, 228, 20,  20,  20,  20,  20,  20,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 20,  20,  20,  20,  20,  20,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 152, 152, 152, 152, 152, 152, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 152, 152, 152, 152, 152, 152, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 173, 173, 173, 173, 173, 173, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 173, 173, 173, 173, 173, 173, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 255, 228, 228, 228, 228, 228, 228, 228, 
228, 228, 228, 228, 20,  20,  20,  20,  20,  20,  20,  20,  228, 228, 228, 228, 228, 228, 228, 228, 20,  20,  20,  20,  20,  20,  20,  20,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 152, 152, 152, 152, 152, 152, 152, 152, 228, 228, 228, 228, 228, 228, 228, 228, 152, 152, 152, 152, 152, 152, 152, 152, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 173, 173, 173, 173, 173, 173, 173, 173, 228, 228, 228, 228, 228, 228, 228, 228, 173, 173, 173, 173, 173, 173, 173, 173, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 255, 228, 228, 228, 228, 228, 228, 228, 
228, 228, 228, 20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  228, 228, 228, 228, 228, 228, 20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 228, 228, 228, 228, 228, 228, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 228, 228, 228, 228, 228, 228, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 255, 38,  38,  228, 228, 228, 228, 228, 228, 
228, 228, 20,  0,   0,   20,  20,  20,  20,  20,  20,  0,   0,   20,  228, 228, 228, 228, 20,  0,   0,   20,  20,  20,  20,  20,  20,  0,   0,   20,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 152, 80,  80,  152, 152, 152, 152, 152, 152, 80,  80,  152, 228, 228, 228, 228, 152, 80,  80,  152, 152, 152, 152, 152, 152, 80,  80,  152, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 173, 0,   0,   173, 173, 173, 173, 173, 173, 0,   0,   173, 228, 228, 228, 228, 173, 0,   0,   173, 173, 173, 173, 173, 173, 0,   0,   173, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 255, 228, 228, 228, 228, 255, 38,  38,  228, 228, 228, 228, 255, 228, 
228, 20,  20,  20,  183, 0,   20,  20,  20,  20,  0,   183, 20,  20,  20,  228, 228, 20,  20,  20,  183, 0,   20,  20,  20,  20,  0,   183, 20,  20,  20,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 152, 152, 152, 253, 80,  152, 152, 152, 152, 80,  253, 152, 152, 152, 228, 228, 152, 152, 152, 253, 80,  152, 152, 152, 152, 80,  253, 152, 152, 152, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 173, 173, 173, 255, 0,   173, 173, 173, 173, 0,   255, 173, 173, 173, 228, 228, 173, 173, 173, 255, 0,   173, 173, 173, 173, 0,   255, 173, 173, 173, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 255, 38,  228, 228, 255, 38,  38,  38,  38,  228, 228, 255, 38,  228, 
228, 20,  20,  20,  183, 0,   0,   0,   0,   0,   0,   183, 20,  20,  20,  228, 228, 20,  20,  20,  183, 0,   0,   0,   0,   0,   0,   183, 20,  20,  20,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 152, 152, 152, 253, 80,  80,  80,  80,  80,  80,  253, 152, 152, 152, 228, 228, 152, 152, 152, 253, 80,  80,  80,  80,  80,  80,  253, 152, 152, 152, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 173, 173, 173, 255, 0,   0,   0,   0,   0,   0,   255, 173, 173, 173, 228, 228, 173, 173, 173, 255, 0,   0,   0,   0,   0,   0,   255, 173, 173, 173, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 255, 38,  38,  228, 255, 38,  38,  38,  38,  228, 255, 38,  38,  228, 
20,  20,  20,  20,  183, 0,   183, 20,  20,  183, 0,   183, 20,  20,  20,  20,  20,  20,  20,  20,  183, 0,   183, 20,  20,  183, 0,   183, 20,  20,  20,  20,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 152, 152, 152, 152, 253, 80,  253, 152, 152, 253, 80,  253, 152, 152, 152, 152, 152, 152, 152, 152, 253, 80,  253, 152, 152, 253, 80,  253, 152, 152, 152, 152, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 173, 173, 173, 173, 255, 0,   255, 173, 173, 255, 0,   255, 173, 173, 173, 173, 173, 173, 173, 173, 255, 0,   255, 173, 173, 255, 0,   255, 173, 173, 173, 173, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 255, 38,  38,  38,  13,  38,  38,  38,  13,  255, 38,  38,  38,  228, 
20,  20,  20,  20,  183, 183, 183, 20,  20,  183, 183, 183, 20,  20,  20,  20,  20,  20,  20,  20,  183, 183, 183, 20,  20,  183, 183, 183, 20,  20,  20,  20,  228, 228, 228, 228, 228, 228, 20,  20,  20,  20,  228, 228, 228, 228, 228, 228, 152, 152, 152, 152, 253, 253, 253, 152, 152, 253, 253, 253, 152, 152, 152, 152, 152, 152, 152, 152, 253, 253, 253, 152, 152, 253, 253, 253, 152, 152, 152, 152, 228, 228, 228, 228, 228, 228, 152, 152, 152, 152, 228, 228, 228, 228, 228, 228, 173, 173, 173, 173, 255, 255, 255, 173, 173, 255, 255, 255, 173, 173, 173, 173, 173, 173, 173, 173, 255, 255, 255, 173, 173, 255, 255, 255, 173, 173, 173, 173, 228, 228, 228, 228, 228, 228, 173, 173, 173, 173, 228, 228, 228, 228, 228, 228, 228, 228, 255, 255, 38,  38,  13,  13,  13,  13,  13,  255, 38,  38,  38,  228, 
20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  228, 228, 228, 20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  228, 228, 228, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 228, 228, 228, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 228, 228, 228, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 228, 228, 228, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 228, 228, 228, 228, 13,  13,  38,  38,  13,  13,  255, 255, 38,  13,  13,  38,  38,  13,  228, 
