228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 255, 255, 255, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 38,  38,  38,  38,  38,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 183, 183, 183, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 20,  20,  20,  20,  20,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 255, 255, 255, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 38,  38,  38,  38,  38,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 
228, 228, 228, 228, 228, 228, 228, 228, 32,  32,  255, 255, 255, 38,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 38,  38,  38,  38,  38,  38,  38,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 152, 152, 183, 183, 183, 20,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 20,  20,  20,  20,  20,  20,  20,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 173, 173, 255, 255, 255, 38,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 38,  38,  38,  38,  38,  38,  38,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 
228, 228, 228, 228, 228, 228, 228, 32,  32,  32,  255, 255, 38,  38,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 32,  32,  32,  38,  32,  32,  32,  38,  38,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 152, 152, 152, 183, 183, 20,  20,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 152, 152, 152, 20,  152, 152, 152, 20,  20,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 173, 173, 173, 255, 255, 38,  38,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 173, 173, 173, 38,  173, 173, 173, 38,  38,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 
228, 228, 228, 228, 228, 255, 255, 32,  32,  32,  32,  38,  38,  32,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 32,  255, 255, 255, 32,  255, 255, 255, 32,  38,  228, 228, 228, 228, 228, 228, 228, 228, 228, 183, 183, 152, 152, 152, 152, 20,  20,  152, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 152, 183, 183, 183, 152, 183, 183, 183, 152, 20,  228, 228, 228, 228, 228, 228, 228, 228, 228, 255, 255, 173, 173, 173, 173, 38,  38,  173, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 173, 255, 255, 255, 173, 255, 255, 255, 173, 38,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 
228, 38,  228, 228, 32,  255, 255, 32,  32,  32,  32,  32,  32,  32,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 32,  255, 255, 255, 255, 255, 255, 255, 32,  38,  32,  228, 228, 228, 228, 20,  228, 228, 152, 183, 183, 152, 152, 152, 152, 152, 152, 152, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 152, 183, 183, 183, 183, 183, 183, 183, 152, 20,  152, 228, 228, 228, 228, 38,  228, 228, 173, 255, 255, 173, 173, 173, 173, 173, 173, 173, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 173, 255, 255, 255, 255, 255, 255, 255, 173, 38,  173, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 
38,  228, 38,  32,  32,  255, 255, 32,  32,  32,  32,  32,  32,  32,  32,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 32,  255, 255, 32,  255, 32,  255, 255, 32,  38,  32,  32,  228, 228, 20,  228, 20,  152, 152, 183, 183, 152, 152, 152, 152, 152, 152, 152, 152, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 152, 183, 183, 152, 183, 152, 183, 183, 152, 20,  152, 152, 228, 228, 38,  228, 38,  173, 173, 255, 255, 173, 173, 173, 173, 173, 173, 173, 173, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 173, 255, 255, 173, 255, 173, 255, 255, 173, 38,  173, 173, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 
38,  38,  38,  255, 255, 255, 32,  32,  32,  38,  32,  32,  32,  32,  32,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 32,  255, 255, 32,  255, 32,  255, 255, 32,  38,  32,  32,  228, 228, 20,  20,  20,  183, 183, 183, 152, 152, 152, 20,  152, 152, 152, 152, 152, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 152, 183, 183, 152, 183, 152, 183, 183, 152, 20,  152, 152, 228, 228, 38,  38,  38,  255, 255, 255, 173, 173, 173, 38,  173, 173, 173, 173, 173, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 173, 255, 255, 173, 255, 173, 255, 255, 173, 38,  173, 173, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 
38,  38,  38,  38,  255, 32,  32,  32,  38,  38,  38,  32,  32,  32,  32,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 32,  32,  32,  38,  32,  32,  32,  32,  32,  32,  32,  228, 228, 20,  20,  20,  20,  183, 152, 152, 152, 20,  20,  20,  152, 152, 152, 152, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 152, 152, 152, 20,  152, 152, 152, 152, 152, 152, 152, 228, 228, 38,  38,  38,  38,  255, 173, 173, 173, 38,  38,  38,  173, 173, 173, 173, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 173, 173, 173, 38,  173, 173, 173, 173, 173, 173, 173, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 
255, 38,  38,  38,  32,  32,  38,  38,  255, 32,  38,  32,  32,  32,  32,  255, 255, 32,  32,  32,  255, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 38,  38,  38,  32,  32,  32,  32,  38,  38,  38,  32,  32,  228, 183, 20,  20,  20,  152, 152, 20,  20,  183, 152, 20,  152, 152, 152, 152, 183, 183, 152, 152, 152, 183, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 20,  20,  20,  152, 152, 152, 152, 20,  20,  20,  152, 152, 228, 255, 38,  38,  38,  173, 173, 38,  38,  255, 173, 38,  173, 173, 173, 173, 255, 255, 173, 173, 173, 255, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 38,  38,  38,  173, 173, 173, 173, 38,  38,  38,  173, 173, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 
228, 255, 228, 38,  38,  38,  38,  32,  32,  32,  38,  32,  32,  32,  32,  255, 255, 32,  32,  255, 255, 38,  32,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 38,  38,  38,  38,  38,  32,  32,  38,  38,  38,  38,  38,  32,  228, 228, 183, 228, 20,  20,  20,  20,  152, 152, 152, 20,  152, 152, 152, 152, 183, 183, 152, 152, 183, 183, 20,  152, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 20,  20,  20,  20,  20,  152, 152, 20,  20,  20,  20,  20,  152, 228, 228, 255, 228, 38,  38,  38,  38,  173, 173, 173, 38,  173, 173, 173, 173, 255, 255, 173, 173, 255, 255, 38,  173, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 38,  38,  38,  38,  38,  173, 173, 38,  38,  38,  38,  38,  173, 228, 228, 228, 13,  228, 228, 228, 228, 228, 228, 228, 228, 228, 228, 13,  228, 228, 
